device,rho,seed,deadline_ratio,deadline_ms,epsilon,skip_mode,r_good_mbps,r_bad_mbps,rate_ratio,pi_bad_observed,lag1_autocorr,forced_count,discretionary_budget,burst_burn_in_slots,discard_gain_percent,targeting_gain_percent,oracle_gap_percent,online_recovery,p2prime_gap_percent,P1_violation_count,P0_violation_count,P2_violation_count,P2prime_violation_count,P3_violation_count
device_0,0.375,1705,1.2,42.0,0.1,drop,48,16,3,0.1976,0.38054564128452917,3144,6856,1000,6.927626657472531,15.853982704806866,22.781609362279397,0.9929281212874738,0.07550956640353076,3144,10000,10000,10000,10000
device_0,0.375,1706,1.2,42.0,0.1,drop,48,16,3,0.19975,0.37847803043317246,3216,6784,1000,7.054541661528772,15.375775869500076,22.430317531028848,0.9937838205559223,0.06943494091866112,3216,10000,10000,10000,10000
device_0,0.375,1707,1.2,42.0,0.1,drop,48,16,3,0.19756,0.3714936166119789,3179,6821,1000,7.272028388089702,15.355604273098702,22.627632661188407,0.9928028568155088,0.06940944520139003,3179,10000,10000,10000,10000
device_0,0.375,1708,1.2,42.0,0.1,drop,48,16,3,0.19968,0.3728274067949136,3026,6974,1000,7.358913820574444,15.526789753044422,22.885703573618866,0.9933981447192411,0.07072002379821123,3026,10000,10000,10000,10000
device_0,0.375,1709,1.2,42.0,0.1,drop,48,16,3,0.20214,0.3789219763360735,3255,6745,1000,6.8816257315533225,15.360325054868648,22.24195078642197,0.9933087808212464,0.07114702280958292,3255,10000,10000,10000,10000
device_0,0.375,1710,1.2,42.0,0.1,drop,48,16,3,0.19842,0.37511826036297974,3242,6758,1000,6.900719773365494,15.58137997893384,22.482099752299334,0.9935482817808645,0.07240007217163047,3242,10000,10000,10000,10000
device_0,0.75,1701,1.2,42.0,0.1,drop,48,16,3,0.20817,0.7556341521150168,3279,6721,1000,6.969293144190139,14.872297956440711,21.84159110063085,0.9910804364989835,0.13314552470745242,3279,10000,10000,10000,10000
device_0,0.75,1702,1.2,42.0,0.1,drop,48,16,3,0.20244,0.7487885933421545,3324,6676,1000,6.68644228868212,15.40819045478988,22.094632743471998,0.9904098005160301,0.24940478668069685,3324,10000,10000,10000,10000
device_0,0.75,1703,1.2,42.0,0.1,drop,48,16,3,0.20102,0.7470900970852136,3268,6732,1000,6.85575815373115,15.372379228231516,22.228137381962668,0.9912684213973655,0.37829850786344676,3268,10000,10000,10000,10000
device_0,0.75,1704,1.2,42.0,0.1,drop,48,16,3,0.19715,0.7479806369104111,3132,6868,1000,6.837365891772089,15.98058569614951,22.8179515879216,0.9922814054787721,0.6148114027305679,3132,10000,10000,10000,10000
device_0,0.75,1705,1.2,42.0,0.1,drop,48,16,3,0.20494,0.7506431485678381,3323,6677,1000,7.018567027027586,14.89651050679517,21.915077533822757,0.991309872505352,0.15129597014738885,3323,10000,10000,10000,10000
device_0,0.75,1706,1.2,42.0,0.1,drop,48,16,3,0.20282,0.7537784223147826,3142,6858,1000,7.0825351467198425,15.434639027310922,22.517174174030764,0.99143338962913,0.37378922060928266,3142,10000,10000,10000,10000
device_0,0.75,1707,1.2,42.0,0.1,drop,48,16,3,0.20138,0.7431906944181493,3220,6780,1000,7.044129505500027,15.202099217396714,22.246228722896742,0.9931240794478167,0.2745845329210857,3220,10000,10000,10000,10000
device_0,0.75,1708,1.2,42.0,0.1,drop,48,16,3,0.20034,0.7475350990705809,3173,6827,1000,6.9173982682590465,15.68045177227451,22.597850040533558,0.9922508947872938,0.4610460692343272,3173,10000,10000,10000,10000
device_0,0.75,1709,1.2,42.0,0.1,drop,48,16,3,0.20613,0.7542776800152501,3271,6729,1000,7.060851758134773,14.876984487186782,21.937836245321556,0.9918555116211897,0.13778924874129309,3271,10000,10000,10000,10000
device_0,0.75,1710,1.2,42.0,0.1,drop,48,16,3,0.20286,0.74728584709585,3198,6802,1000,7.109944075535647,15.243458821174176,22.35340289670982,0.9918961172621228,0.24544896906877745,3198,10000,10000,10000,10000
device_0,0.875,1701,1.2,42.0,0.1,drop,48,16,3,0.20249,0.8763990178082249,3214,6786,1000,7.036065960698366,15.293544934773427,22.329610895471795,0.9888787418596185,0.9350307177672755,3214,10000,10000,10000,10000
device_0,0.875,1702,1.2,42.0,0.1,drop,48,16,3,0.19703,0.8759866636367837,3061,6939,1000,6.925155814411121,16.084366548021162,23.009522362432282,0.9882113933284264,1.2654250660865163,3061,10000,10000,10000,10000
device_0,0.875,1703,1.2,42.0,0.1,drop,48,16,3,0.20238,0.8773687974569232,3265,6735,1000,6.991003925006586,15.246781238034384,22.237785163040968,0.9888360059582224,0.900201286068842,3265,10000,10000,10000,10000
device_0,0.875,1704,1.2,42.0,0.1,drop,48,16,3,0.19663,0.8771256568671042,3154,6846,1000,7.039786170499535,15.690791432638209,22.730577603137743,0.9882579854222342,1.3068982427211966,3154,10000,10000,10000,10000
device_0,0.875,1705,1.2,42.0,0.1,drop,48,16,3,0.20133,0.8756186617053834,3183,6817,1000,7.178455222932029,15.225562933516851,22.404018156448878,0.9854589629207604,1.0343890036032344,3183,10000,10000,10000,10000
device_0,0.875,1706,1.2,42.0,0.1,drop,48,16,3,0.19605,0.8731077294363513,3189,6811,1000,6.9282341156007785,15.8528351467356,22.78106926233638,0.9869482689716697,1.3421977932129427,3189,10000,10000,10000,10000
device_0,0.875,1707,1.2,42.0,0.1,drop,48,16,3,0.2,0.8774036452681541,3167,6833,1000,7.001962136511003,15.585307215453668,22.58726935196467,0.9886505861604443,1.1137876477003892,3167,10000,10000,10000,10000
device_0,0.875,1708,1.2,42.0,0.1,drop,48,16,3,0.20258,0.87442580026271,3321,6679,1000,6.801018319936092,15.239654003138819,22.04067232307491,0.987456728353363,0.9881190297536215,3321,10000,10000,10000,10000
device_0,0.875,1709,1.2,42.0,0.1,drop,48,16,3,0.19831,0.8770598020870867,3067,6933,1000,7.040214685446071,15.912008082973516,22.95222276841959,0.9902293283430771,1.2698187123134719,3067,10000,10000,10000,10000
device_0,0.875,1710,1.2,42.0,0.1,drop,48,16,3,0.19668,0.8724656025657239,3148,6852,1000,7.096931272868883,15.687954345916681,22.784885618785562,0.9893690207076404,1.317866459623168,3148,10000,10000,10000,10000
device_0,0.9375,1701,1.2,42.0,0.1,drop,48,16,3,0.20509,0.9402237906216514,3191,6809,1000,6.9728139545274574,15.22895505231554,22.201769006842998,0.9870434813144817,1.0928850416196998,3191,10000,10000,10000,10000
device_0,0.9375,1702,1.2,42.0,0.1,drop,48,16,3,0.19366,0.9366016280001491,3090,6910,1000,7.082979209269971,16.011670955485823,23.09465016475579,0.9829319639376405,1.6695283582251974,3090,10000,10000,10000,10000
device_0,0.9375,1703,1.2,42.0,0.1,drop,48,16,3,0.19489,0.9369055048961522,3087,6913,1000,7.160964419418132,15.852215452481126,23.013179871899258,0.982559466651848,1.6891794658189827,3087,10000,10000,10000,10000
device_0,0.9375,1704,1.2,42.0,0.1,drop,48,16,3,0.19999,0.9358099323716185,3218,6782,1000,6.91120973056211,15.56121119817948,22.47242092874159,0.9833679667340621,1.370348271127598,3218,10000,10000,10000,10000
device_0,0.9375,1705,1.2,42.0,0.1,drop,48,16,3,0.19063,0.9374553760710133,3080,6920,1000,7.0813354342260775,16.2266902225147,23.30802565674078,0.9885535779171917,1.9030837949557065,3080,10000,10000,10000,10000
device_0,0.9375,1706,1.2,42.0,0.1,drop,48,16,3,0.20144,0.9386428776611538,3154,6846,1000,7.083984714974587,15.428262643013724,22.51224735798831,0.9850822468019543,1.3283789958700862,3154,10000,10000,10000,10000
device_0,0.9375,1707,1.2,42.0,0.1,drop,48,16,3,0.20073,0.9386652506542138,3202,6798,1000,7.031730049273209,15.418993699803705,22.450723749076914,0.9899154163868175,1.3246500160124048,3202,10000,10000,10000,10000
device_0,0.9375,1708,1.2,42.0,0.1,drop,48,16,3,0.19042,0.9350336658268497,3012,6988,1000,7.168643516517419,16.3530983874656,23.52174190398302,0.9900020286817648,1.9547846836881873,3012,10000,10000,10000,10000
device_0,0.9375,1709,1.2,42.0,0.1,drop,48,16,3,0.20214,0.9387695757970393,3236,6764,1000,6.864579726006681,15.433402915219608,22.297982641226287,0.9893552035298638,1.263965234192313,3236,10000,10000,10000,10000
device_0,0.9375,1710,1.2,42.0,0.1,drop,48,16,3,0.20082,0.9338903427364145,3133,6867,1000,6.952868185854791,15.718793641562202,22.671661827416994,0.9890580318280855,1.3116877127994246,3133,10000,10000,10000,10000
device_0,0.975,1701,1.2,42.0,0.1,drop,48,16,3,0.20012,0.9750727182312047,3130,6870,1000,6.915379000705867,15.693566254787298,22.608945255493165,0.9643728197577164,1.5125224884135808,3130,10000,10000,10000,10000
device_0,0.975,1702,1.2,42.0,0.1,drop,48,16,3,0.19762,0.9739220248349032,3200,6800,1000,6.862987888185465,15.709575273734712,22.57256316192018,0.9789897603128893,1.6536890751167221,3200,10000,10000,10000,10000
device_0,0.975,1703,1.2,42.0,0.1,drop,48,16,3,0.1984,0.975854682367182,3132,6868,1000,7.076167725052372,15.63830061053062,22.714468335582993,0.972422795229462,1.6318463179076952,3132,10000,10000,10000,10000
device_0,0.975,1704,1.2,42.0,0.1,drop,48,16,3,0.19634,0.9733501805342133,3171,6829,1000,7.108672817953265,15.649186522640214,22.75785934059348,0.9796632644236777,1.7480618857213617,3171,10000,10000,10000,10000
device_0,0.975,1705,1.2,42.0,0.1,drop,48,16,3,0.19493,0.9747974986214312,3113,6887,1000,7.335793183366053,15.692370329740136,23.02816351310619,0.9760888216963882,1.832854184886745,3113,10000,10000,10000,10000
device_0,0.975,1706,1.2,42.0,0.1,drop,48,16,3,0.203,0.9742259419786155,3184,6816,1000,7.094082559024626,15.349806649270226,22.443889208294852,0.975373160815491,1.3620912559941791,3184,10000,10000,10000,10000
device_0,0.975,1707,1.2,42.0,0.1,drop,48,16,3,0.20266,0.9738223967562294,3142,6858,1000,7.149872935577385,15.340588163167936,22.49046109874532,0.9836709372308537,1.367690549306265,3142,10000,10000,10000,10000
device_0,0.975,1708,1.2,42.0,0.1,drop,48,16,3,0.19043,0.9746047948044175,3000,7000,1000,7.22940063862132,16.290170704041092,23.519571342662413,0.9726850736550365,2.1587534240303135,3000,10000,10000,10000,10000
device_0,0.975,1709,1.2,42.0,0.1,drop,48,16,3,0.19294,0.9749540477640206,2978,7022,1000,7.160759066052645,16.26264266806781,23.423401734120453,0.9698519635690802,1.990629404991274,2978,10000,10000,10000,10000
device_0,0.975,1710,1.2,42.0,0.1,drop,48,16,3,0.19779,0.9774683509778551,3120,6880,1000,7.043787434661876,15.752888598248203,22.79667603291008,0.9753836316192773,1.7586801109400911,3120,10000,10000,10000,10000
device_0,0.0,1701,1.2,42.0,0.1,late,48,16,3,0.19936,-0.002661444942765865,3163,6837,1000,3.262756515884409,10.824442199342222,14.08719871522663,0.9932528949378443,0.08381536381151128,3163,10000,10000,10000,10000
device_0,0.0,1702,1.2,42.0,0.1,late,48,16,3,0.20106,0.005830007599770396,3200,6800,1000,3.236264548349959,10.737659672808896,13.973924221158853,0.9938566148910606,0.07780713020825954,3200,10000,10000,10000,10000
device_0,0.0,1703,1.2,42.0,0.1,late,48,16,3,0.19952,0.005656351965683195,3200,6800,1000,3.0220739998533723,10.974562876201986,13.996636876055359,0.993452722401274,0.08272158666324628,3200,10000,10000,10000,10000
device_0,0.0,1704,1.2,42.0,0.1,late,48,16,3,0.20257,0.002457782015709934,3103,6897,1000,3.235374134228132,10.850742367180938,14.086116501409071,0.9936930848256451,0.0811934628695186,3103,10000,10000,10000,10000
device_0,0.0,1705,1.2,42.0,0.1,late,48,16,3,0.20104,-0.004155617772998724,3178,6822,1000,3.217761227824647,10.796929367353401,14.01469059517805,0.9931761279687298,0.08307992854048861,3178,10000,10000,10000,10000
device_0,0.0,1706,1.2,42.0,0.1,late,48,16,3,0.20062,-0.0045443747273977144,3146,6854,1000,3.202613175849186,10.880515497814397,14.083128673663582,0.9935865499223482,0.0782943817710358,3146,10000,10000,10000,10000
device_0,0.0,1707,1.2,42.0,0.1,late,48,16,3,0.19896,0.001346027845602329,3139,6861,1000,3.2466811722828997,10.882587151285296,14.129268323568194,0.9938367638206655,0.07663445275304188,3139,10000,10000,10000,10000
device_0,0.0,1708,1.2,42.0,0.1,late,48,16,3,0.19922,-0.001372807149175493,3189,6811,1000,3.1958465090630277,10.809875759534604,14.005722268597633,0.9939377160809508,0.0780631630769398,3189,10000,10000,10000,10000
device_0,0.0,1709,1.2,42.0,0.1,late,48,16,3,0.20001,0.005034822885721277,3191,6809,1000,3.1673139914215374,10.86232206365381,14.029636055075349,0.9934888287442032,0.08204284871850279,3191,10000,10000,10000,10000
device_0,0.0,1710,1.2,42.0,0.1,late,48,16,3,0.19848,0.0007247411049733544,3096,6904,1000,3.213747790682816,11.02524213824876,14.238989928931577,0.9935065341727205,0.08010018437443397,3096,10000,10000,10000,10000
device_0,0.375,1701,1.2,42.0,0.1,late,48,16,3,0.19773,0.37585282092426525,3098,6902,1000,3.1765348894580274,11.049127402088498,14.225662291546525,0.9915794639993865,0.25650712868177866,3098,10000,10000,10000,10000
device_0,0.375,1702,1.2,42.0,0.1,late,48,16,3,0.20083,0.3763938072575695,3186,6814,1000,3.304227619028317,10.685295585179645,13.989523204207963,0.9912317912834151,0.23996824067724298,3186,10000,10000,10000,10000
device_0,0.375,1703,1.2,42.0,0.1,late,48,16,3,0.19949,0.3708761472322628,3203,6797,1000,3.1730368700640903,10.793050331848763,13.966087201912853,0.9921234742014082,0.2465532943128112,3203,10000,10000,10000,10000
device_0,0.375,1704,1.2,42.0,0.1,late,48,16,3,0.19956,0.37083454970073176,3200,6800,1000,3.2140020754937337,10.764235727831617,13.97823780332535,0.9924916994015739,0.2527027741933118,3200,10000,10000,10000,10000
device_0,0.375,1705,1.2,42.0,0.1,late,48,16,3,0.1976,0.38054564128452917,3144,6856,1000,3.2224217732597125,10.94135204559154,14.16377381885125,0.992100761722506,0.2708172225729124,3144,10000,10000,10000,10000
device_0,0.375,1706,1.2,42.0,0.1,late,48,16,3,0.19975,0.37847803043317246,3216,6784,1000,3.1252748133478945,10.834336094090855,13.959610907438748,0.9922745086589688,0.24981887281576198,3216,10000,10000,10000,10000
device_0,0.375,1707,1.2,42.0,0.1,late,48,16,3,0.19756,0.3714936166119789,3179,6821,1000,3.1351766856734264,10.964436064846133,14.09961275051956,0.9917931361830209,0.25135168499596056,3179,10000,10000,10000,10000
device_0,0.375,1708,1.2,42.0,0.1,late,48,16,3,0.19968,0.3728274067949136,3026,6974,1000,3.272228703092812,11.017788730664295,14.290017433757106,0.9917630902805374,0.2538444845528892,3026,10000,10000,10000,10000
device_0,0.375,1709,1.2,42.0,0.1,late,48,16,3,0.20214,0.3789219763360735,3255,6745,1000,3.1225091964196556,10.701828898639256,13.824338095058911,0.9920446281049805,0.2412765465467446,3255,10000,10000,10000,10000
device_0,0.375,1710,1.2,42.0,0.1,late,48,16,3,0.19842,0.37511826036297974,3242,6758,1000,3.1792423667933423,10.792446648029816,13.97168901482316,0.9925336103180613,0.2504126050496603,3242,10000,10000,10000,10000
device_0,0.75,1701,1.2,42.0,0.1,late,48,16,3,0.20817,0.7556341521150168,3279,6721,1000,3.2058181234176075,10.418812193015182,13.62463031643279,0.9870447547975644,0.4894463159266013,3279,10000,10000,10000,10000
device_0,0.75,1702,1.2,42.0,0.1,late,48,16,3,0.20244,0.7487885933421545,3324,6676,1000,3.196139485253922,10.53548729125704,13.731626776510963,0.986397285393405,0.5804121774102193,3324,10000,10000,10000,10000
device_0,0.75,1703,1.2,42.0,0.1,late,48,16,3,0.20102,0.7470900970852136,3268,6732,1000,3.19078007791062,10.642104953304212,13.83288503121483,0.9863604638490104,0.6454200528340347,3268,10000,10000,10000,10000
device_0,0.75,1704,1.2,42.0,0.1,late,48,16,3,0.19715,0.7479806369104111,3132,6868,1000,3.313142106910342,10.886925295407359,14.2000674023177,0.9888583015262403,0.7614545818917714,3132,10000,10000,10000,10000
device_0,0.75,1705,1.2,42.0,0.1,late,48,16,3,0.20494,0.7506431485678381,3323,6677,1000,3.242187149963222,10.391588519743538,13.63377566970676,0.9879192645653407,0.5456600072406855,3323,10000,10000,10000,10000
device_0,0.75,1706,1.2,42.0,0.1,late,48,16,3,0.20282,0.7537784223147826,3142,6858,1000,3.210194356823181,10.837470125813125,14.047664482636307,0.987573236263908,0.6402109252608862,3142,10000,10000,10000,10000
device_0,0.75,1707,1.2,42.0,0.1,late,48,16,3,0.20138,0.7431906944181493,3220,6780,1000,3.2880181903853045,10.552932514453069,13.840950704838372,0.988473951579428,0.5880737011522327,3220,10000,10000,10000,10000
device_0,0.75,1708,1.2,42.0,0.1,late,48,16,3,0.20034,0.7475350990705809,3173,6827,1000,3.222001717345934,10.862529920369017,14.084531637714953,0.9891505638122283,0.6874122160605048,3173,10000,10000,10000,10000
device_0,0.75,1709,1.2,42.0,0.1,late,48,16,3,0.20613,0.7542776800152501,3271,6729,1000,3.196010366387407,10.487937248576506,13.683947614963913,0.9875558317185023,0.5226143010853689,3271,10000,10000,10000,10000
device_0,0.75,1710,1.2,42.0,0.1,late,48,16,3,0.20286,0.74728584709585,3198,6802,1000,3.1946044301372454,10.724312607907631,13.918917038044878,0.9864115953017586,0.5894443690810771,3198,10000,10000,10000,10000
device_0,0.875,1701,1.2,42.0,0.1,late,48,16,3,0.20249,0.8763990178082249,3214,6786,1000,3.1722276272653263,10.733917539162945,13.90614516642827,0.9821022392028458,0.920459318918879,3214,10000,10000,10000,10000
device_0,0.875,1702,1.2,42.0,0.1,late,48,16,3,0.19703,0.8759866636367837,3061,6939,1000,3.235941797898002,11.106541517995947,14.342483315893947,0.9825129656515433,1.0884645285801027,3061,10000,10000,10000,10000
device_0,0.875,1703,1.2,42.0,0.1,late,48,16,3,0.20238,0.8773687974569232,3265,6735,1000,3.2058126517190733,10.63005020646805,13.835862858187124,0.980752119605184,0.9017794733178935,3265,10000,10000,10000,10000
device_0,0.875,1704,1.2,42.0,0.1,late,48,16,3,0.19663,0.8771256568671042,3154,6846,1000,3.2374819043168936,10.916251433814997,14.15373333813189,0.9791096055631245,1.0825762116826718,3154,10000,10000,10000,10000
device_0,0.875,1705,1.2,42.0,0.1,late,48,16,3,0.20133,0.8756186617053834,3183,6817,1000,3.2587994665933127,10.696037729736823,13.954837196330136,0.9771971338699035,0.9528166383433342,3183,10000,10000,10000,10000
device_0,0.875,1706,1.2,42.0,0.1,late,48,16,3,0.19605,0.8731077294363513,3189,6811,1000,3.2476340775245327,10.909477499034505,14.15711157655904,0.9804654223769008,1.1059442651854625,3189,10000,10000,10000,10000
device_0,0.875,1707,1.2,42.0,0.1,late,48,16,3,0.2,0.8774036452681541,3167,6833,1000,3.252897846702315,10.807468550536628,14.06036639723894,0.9821523535588279,1.0023450594456333,3167,10000,10000,10000,10000
device_0,0.875,1708,1.2,42.0,0.1,late,48,16,3,0.20258,0.87442580026271,3321,6679,1000,3.0983258059358105,10.589258980402297,13.687584786338107,0.9804420100403672,0.918426790266852,3321,10000,10000,10000,10000
device_0,0.875,1709,1.2,42.0,0.1,late,48,16,3,0.19831,0.8770598020870867,3067,6933,1000,3.2830147749563654,11.024658944563226,14.307673719519592,0.981157892277327,1.071073152728285,3067,10000,10000,10000,10000
device_0,0.875,1710,1.2,42.0,0.1,late,48,16,3,0.19668,0.8724656025657239,3148,6852,1000,3.1993216593647937,10.972047328476103,14.171368987840898,0.9819570685350211,1.0933591908708629,3148,10000,10000,10000,10000
device_0,0.9375,1701,1.2,42.0,0.1,late,48,16,3,0.20509,0.9402237906216514,3191,6809,1000,3.2959532802295843,10.551479882403044,13.847433162632628,0.9782105038202542,1.007484817064286,3191,10000,10000,10000,10000
device_0,0.9375,1702,1.2,42.0,0.1,late,48,16,3,0.19366,0.9366016280001491,3090,6910,1000,3.2323607747959047,11.119028217065718,14.351388991861624,0.9769737376505607,1.2635629743539514,3090,10000,10000,10000,10000
device_0,0.9375,1703,1.2,42.0,0.1,late,48,16,3,0.19489,0.9369055048961522,3087,6913,1000,3.2472178852846136,11.077683948799375,14.32490183408399,0.9758017618426947,1.2779866883282438,3087,10000,10000,10000,10000
device_0,0.9375,1704,1.2,42.0,0.1,late,48,16,3,0.19999,0.9358099323716185,3218,6782,1000,3.166027765488846,10.810173866887194,13.97620163237604,0.9755996591345267,1.1152083064922382,3218,10000,10000,10000,10000
device_0,0.9375,1705,1.2,42.0,0.1,late,48,16,3,0.19063,0.9374553760710133,3080,6920,1000,3.2430506498587657,11.230316867624284,14.47336751748305,0.9817795273872215,1.372545619358043,3080,10000,10000,10000,10000
device_0,0.9375,1706,1.2,42.0,0.1,late,48,16,3,0.20144,0.9386428776611538,3154,6846,1000,3.1830195420596112,10.843425220004272,14.026444762063885,0.9762844928940769,1.0997874634820086,3154,10000,10000,10000,10000
device_0,0.9375,1707,1.2,42.0,0.1,late,48,16,3,0.20073,0.9386652506542138,3202,6798,1000,3.326311200883476,10.64842722159505,13.974738422478525,0.977524616497075,1.1024914554799337,3202,10000,10000,10000,10000
device_0,0.9375,1708,1.2,42.0,0.1,late,48,16,3,0.19042,0.9350336658268497,3012,6988,1000,3.2763670002588734,11.357987422560498,14.634354422819372,0.9785866742708614,1.3986144876344182,3012,10000,10000,10000,10000
device_0,0.9375,1709,1.2,42.0,0.1,late,48,16,3,0.20214,0.9387695757970393,3236,6764,1000,3.2603182508343767,10.625286258851668,13.885604509686047,0.9773266821182763,1.0836997777548907,3236,10000,10000,10000,10000
device_0,0.9375,1710,1.2,42.0,0.1,late,48,16,3,0.20082,0.9338903427364145,3133,6867,1000,3.159355054746533,10.961591739838157,14.120946794584688,0.9774509889438412,1.0996933833109706,3133,10000,10000,10000,10000
device_0,0.975,1701,1.2,42.0,0.1,late,48,16,3,0.20012,0.9750727182312047,3130,6870,1000,3.1626442938590107,10.925262046950238,14.087906340809248,0.955115324599043,1.2012750248237944,3130,10000,10000,10000,10000
device_0,0.975,1702,1.2,42.0,0.1,late,48,16,3,0.19762,0.9739220248349032,3200,6800,1000,3.163459272774836,10.880128807865024,14.043588080639859,0.9647686955866416,1.2634020922228746,3200,10000,10000,10000,10000
device_0,0.975,1703,1.2,42.0,0.1,late,48,16,3,0.1984,0.975854682367182,3132,6868,1000,3.2252880077046373,10.918793158169972,14.14408116587461,0.9614429308358015,1.2448316022267252,3132,10000,10000,10000,10000
device_0,0.975,1704,1.2,42.0,0.1,late,48,16,3,0.19634,0.9733501805342133,3171,6829,1000,3.2481176278594788,10.901817750229053,14.149935378088532,0.9643235743419478,1.290761051532722,3171,10000,10000,10000,10000
device_0,0.975,1705,1.2,42.0,0.1,late,48,16,3,0.19493,0.9747974986214312,3113,6887,1000,3.1338758587876927,11.18809150978523,14.32196736857292,0.9651640639780019,1.3439594681563583,3113,10000,10000,10000,10000
device_0,0.975,1706,1.2,42.0,0.1,late,48,16,3,0.203,0.9742259419786155,3184,6816,1000,3.2167341931487727,10.749614294483845,13.966348487632617,0.9638819878709496,1.1263055789402803,3184,10000,10000,10000,10000
device_0,0.975,1707,1.2,42.0,0.1,late,48,16,3,0.20266,0.9738223967562294,3142,6858,1000,3.152644624764382,10.86080478295519,14.013449407719573,0.9706545123757968,1.1451473489866941,3142,10000,10000,10000,10000
device_0,0.975,1708,1.2,42.0,0.1,late,48,16,3,0.19043,0.9746047948044175,3000,7000,1000,3.282575808787355,11.346800009746914,14.62937581853427,0.9605269416191435,1.487046717880028,3000,10000,10000,10000,10000
device_0,0.975,1709,1.2,42.0,0.1,late,48,16,3,0.19294,0.9749540477640206,2978,7022,1000,3.372334051495834,11.21742888756313,14.589762939058964,0.9618354759266958,1.418167850339766,2978,10000,10000,10000,10000
device_0,0.975,1710,1.2,42.0,0.1,late,48,16,3,0.19779,0.9774683509778551,3120,6880,1000,3.208093622525115,10.98650017886725,14.194593801392363,0.9697932460215024,1.3119117247254315,3120,10000,10000,10000,10000
device_0,0.0,1701,1.2,42.0,0.15,drop,48,16,3,0.19936,-0.002661444942765865,3163,11837,1000,12.213344572566779,26.68628873258099,38.899633305147766,0.997180201318517,1.1898256504127387,3163,15000,15000,15000,15000
