device,rho,seed,deadline_ratio,deadline_ms,epsilon,skip_mode,r_good_mbps,r_bad_mbps,rate_ratio,pi_bad_observed,lag1_autocorr,forced_count,discretionary_budget,policy,interval_low_inclusive,interval_high_exclusive,count,fraction
device_0,0.0,1701,1.2,43.254,0.1,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,674,P2,1,2,102,0.1021021021021021
device_0,0.0,1701,1.2,43.254,0.1,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,674,P2,2,3,74,0.07407407407407407
device_0,0.0,1701,1.2,43.254,0.1,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,674,P2,3,5,143,0.14314314314314314
device_0,0.0,1701,1.2,43.254,0.1,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,674,P2,5,10,285,0.2852852852852853
device_0,0.0,1701,1.2,43.254,0.1,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,674,P2,10,20,265,0.2652652652652653
device_0,0.0,1701,1.2,43.254,0.1,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,674,P2,20,50,125,0.12512512512512514
device_0,0.0,1701,1.2,43.254,0.1,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,674,P2,50,100,5,0.005005005005005005
device_0,0.0,1701,1.2,43.254,0.1,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,674,P2,100,250,0,0.0
device_0,0.0,1701,1.2,43.254,0.1,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,674,P2,250,500,0,0.0
device_0,0.0,1701,1.2,43.254,0.1,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,674,P2,500,inf,0,0.0
device_0,0.0,1701,1.2,43.254,0.1,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,674,P3,1,2,60,0.06
device_0,0.0,1701,1.2,43.254,0.1,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,674,P3,2,3,63,0.063
device_0,0.0,1701,1.2,43.254,0.1,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,674,P3,3,5,107,0.107
device_0,0.0,1701,1.2,43.254,0.1,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,674,P3,5,10,296,0.296
device_0,0.0,1701,1.2,43.254,0.1,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,674,P3,10,20,389,0.389
device_0,0.0,1701,1.2,43.254,0.1,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,674,P3,20,50,84,0.084
device_0,0.0,1701,1.2,43.254,0.1,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,674,P3,50,100,1,0.001
device_0,0.0,1701,1.2,43.254,0.1,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,674,P3,100,250,0,0.0
device_0,0.0,1701,1.2,43.254,0.1,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,674,P3,250,500,0,0.0
device_0,0.0,1701,1.2,43.254,0.1,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,674,P3,500,inf,0,0.0
device_0,0.0,1701,1.2,43.254,0.1,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,674,P2,1,2,110,0.11011011011011011
device_0,0.0,1701,1.2,43.254,0.1,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,674,P2,2,3,86,0.08608608608608609
device_0,0.0,1701,1.2,43.254,0.1,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,674,P2,3,5,138,0.13813813813813813
device_0,0.0,1701,1.2,43.254,0.1,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,674,P2,5,10,282,0.2822822822822823
device_0,0.0,1701,1.2,43.254,0.1,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,674,P2,10,20,240,0.24024024024024024
device_0,0.0,1701,1.2,43.254,0.1,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,674,P2,20,50,139,0.13913913913913914
device_0,0.0,1701,1.2,43.254,0.1,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,674,P2,50,100,4,0.004004004004004004
device_0,0.0,1701,1.2,43.254,0.1,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,674,P2,100,250,0,0.0
device_0,0.0,1701,1.2,43.254,0.1,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,674,P2,250,500,0,0.0
device_0,0.0,1701,1.2,43.254,0.1,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,674,P2,500,inf,0,0.0
device_0,0.0,1701,1.2,43.254,0.1,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,674,P3,1,2,50,0.05
device_0,0.0,1701,1.2,43.254,0.1,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,674,P3,2,3,61,0.061
device_0,0.0,1701,1.2,43.254,0.1,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,674,P3,3,5,114,0.114
device_0,0.0,1701,1.2,43.254,0.1,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,674,P3,5,10,295,0.295
device_0,0.0,1701,1.2,43.254,0.1,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,674,P3,10,20,387,0.387
device_0,0.0,1701,1.2,43.254,0.1,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,674,P3,20,50,93,0.093
device_0,0.0,1701,1.2,43.254,0.1,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,674,P3,50,100,0,0.0
device_0,0.0,1701,1.2,43.254,0.1,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,674,P3,100,250,0,0.0
device_0,0.0,1701,1.2,43.254,0.1,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,674,P3,250,500,0,0.0
device_0,0.0,1701,1.2,43.254,0.1,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,674,P3,500,inf,0,0.0
device_0,0.0,1701,1.2,43.254,0.15,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,1174,P2,1,2,213,0.14209472981987992
device_0,0.0,1701,1.2,43.254,0.15,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,1174,P2,2,3,195,0.13008672448298866
device_0,0.0,1701,1.2,43.254,0.15,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,1174,P2,3,5,287,0.1914609739826551
device_0,0.0,1701,1.2,43.254,0.15,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,1174,P2,5,10,468,0.3122081387591728
device_0,0.0,1701,1.2,43.254,0.15,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,1174,P2,10,20,258,0.17211474316210806
device_0,0.0,1701,1.2,43.254,0.15,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,1174,P2,20,50,78,0.05203468979319546
device_0,0.0,1701,1.2,43.254,0.15,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,1174,P2,50,100,0,0.0
device_0,0.0,1701,1.2,43.254,0.15,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,1174,P2,100,250,0,0.0
device_0,0.0,1701,1.2,43.254,0.15,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,1174,P2,250,500,0,0.0
device_0,0.0,1701,1.2,43.254,0.15,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,1174,P2,500,inf,0,0.0
device_0,0.0,1701,1.2,43.254,0.15,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,1174,P3,1,2,171,0.114
device_0,0.0,1701,1.2,43.254,0.15,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,1174,P3,2,3,162,0.108
device_0,0.0,1701,1.2,43.254,0.15,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,1174,P3,3,5,246,0.164
device_0,0.0,1701,1.2,43.254,0.15,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,1174,P3,5,10,571,0.38066666666666665
device_0,0.0,1701,1.2,43.254,0.15,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,1174,P3,10,20,316,0.21066666666666667
device_0,0.0,1701,1.2,43.254,0.15,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,1174,P3,20,50,34,0.02266666666666667
device_0,0.0,1701,1.2,43.254,0.15,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,1174,P3,50,100,0,0.0
device_0,0.0,1701,1.2,43.254,0.15,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,1174,P3,100,250,0,0.0
device_0,0.0,1701,1.2,43.254,0.15,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,1174,P3,250,500,0,0.0
device_0,0.0,1701,1.2,43.254,0.15,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,1174,P3,500,inf,0,0.0
device_0,0.0,1701,1.2,43.254,0.15,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,1174,P2,1,2,213,0.14209472981987992
device_0,0.0,1701,1.2,43.254,0.15,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,1174,P2,2,3,219,0.14609739826551035
device_0,0.0,1701,1.2,43.254,0.15,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,1174,P2,3,5,266,0.17745163442294865
device_0,0.0,1701,1.2,43.254,0.15,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,1174,P2,5,10,452,0.30153435623749164
device_0,0.0,1701,1.2,43.254,0.15,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,1174,P2,10,20,282,0.18812541694462975
device_0,0.0,1701,1.2,43.254,0.15,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,1174,P2,20,50,67,0.04469646430953969
device_0,0.0,1701,1.2,43.254,0.15,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,1174,P2,50,100,0,0.0
device_0,0.0,1701,1.2,43.254,0.15,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,1174,P2,100,250,0,0.0
device_0,0.0,1701,1.2,43.254,0.15,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,1174,P2,250,500,0,0.0
device_0,0.0,1701,1.2,43.254,0.15,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,1174,P2,500,inf,0,0.0
device_0,0.0,1701,1.2,43.254,0.15,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,1174,P3,1,2,137,0.0913942628418946
device_0,0.0,1701,1.2,43.254,0.15,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,1174,P3,2,3,164,0.1094062708472315
device_0,0.0,1701,1.2,43.254,0.15,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,1174,P3,3,5,264,0.1761174116077385
device_0,0.0,1701,1.2,43.254,0.15,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,1174,P3,5,10,586,0.390927284856571
device_0,0.0,1701,1.2,43.254,0.15,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,1174,P3,10,20,333,0.22214809873248834
device_0,0.0,1701,1.2,43.254,0.15,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,1174,P3,20,50,15,0.01000667111407605
device_0,0.0,1701,1.2,43.254,0.15,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,1174,P3,50,100,0,0.0
device_0,0.0,1701,1.2,43.254,0.15,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,1174,P3,100,250,0,0.0
device_0,0.0,1701,1.2,43.254,0.15,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,1174,P3,250,500,0,0.0
device_0,0.0,1701,1.2,43.254,0.15,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,326,1174,P3,500,inf,0,0.0
device_0,0.0,1701,1.35,48.66075000000001,0.05,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,420,P2,1,2,36,0.07214428857715431
device_0,0.0,1701,1.35,48.66075000000001,0.05,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,420,P2,2,3,18,0.036072144288577156
device_0,0.0,1701,1.35,48.66075000000001,0.05,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,420,P2,3,5,31,0.06212424849699399
device_0,0.0,1701,1.35,48.66075000000001,0.05,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,420,P2,5,10,89,0.17835671342685372
device_0,0.0,1701,1.35,48.66075000000001,0.05,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,420,P2,10,20,139,0.2785571142284569
device_0,0.0,1701,1.35,48.66075000000001,0.05,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,420,P2,20,50,150,0.30060120240480964
device_0,0.0,1701,1.35,48.66075000000001,0.05,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,420,P2,50,100,31,0.06212424849699399
device_0,0.0,1701,1.35,48.66075000000001,0.05,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,420,P2,100,250,5,0.01002004008016032
device_0,0.0,1701,1.35,48.66075000000001,0.05,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,420,P2,250,500,0,0.0
device_0,0.0,1701,1.35,48.66075000000001,0.05,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,420,P2,500,inf,0,0.0
device_0,0.0,1701,1.35,48.66075000000001,0.05,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,420,P3,1,2,10,0.02004008016032064
device_0,0.0,1701,1.35,48.66075000000001,0.05,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,420,P3,2,3,5,0.01002004008016032
device_0,0.0,1701,1.35,48.66075000000001,0.05,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,420,P3,3,5,19,0.03807615230460922
device_0,0.0,1701,1.35,48.66075000000001,0.05,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,420,P3,5,10,54,0.10821643286573146
device_0,0.0,1701,1.35,48.66075000000001,0.05,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,420,P3,10,20,164,0.3286573146292585
device_0,0.0,1701,1.35,48.66075000000001,0.05,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,420,P3,20,50,242,0.4849699398797595
device_0,0.0,1701,1.35,48.66075000000001,0.05,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,420,P3,50,100,5,0.01002004008016032
device_0,0.0,1701,1.35,48.66075000000001,0.05,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,420,P3,100,250,0,0.0
device_0,0.0,1701,1.35,48.66075000000001,0.05,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,420,P3,250,500,0,0.0
device_0,0.0,1701,1.35,48.66075000000001,0.05,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,420,P3,500,inf,0,0.0
device_0,0.0,1701,1.35,48.66075000000001,0.05,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,420,P2,1,2,18,0.036072144288577156
device_0,0.0,1701,1.35,48.66075000000001,0.05,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,420,P2,2,3,26,0.052104208416833664
device_0,0.0,1701,1.35,48.66075000000001,0.05,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,420,P2,3,5,43,0.08617234468937876
device_0,0.0,1701,1.35,48.66075000000001,0.05,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,420,P2,5,10,84,0.1683366733466934
device_0,0.0,1701,1.35,48.66075000000001,0.05,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,420,P2,10,20,136,0.2725450901803607
device_0,0.0,1701,1.35,48.66075000000001,0.05,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,420,P2,20,50,156,0.312625250501002
device_0,0.0,1701,1.35,48.66075000000001,0.05,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,420,P2,50,100,33,0.06613226452905811
device_0,0.0,1701,1.35,48.66075000000001,0.05,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,420,P2,100,250,3,0.006012024048096192
device_0,0.0,1701,1.35,48.66075000000001,0.05,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,420,P2,250,500,0,0.0
device_0,0.0,1701,1.35,48.66075000000001,0.05,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,420,P2,500,inf,0,0.0
device_0,0.0,1701,1.35,48.66075000000001,0.05,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,420,P3,1,2,8,0.01603206412825651
device_0,0.0,1701,1.35,48.66075000000001,0.05,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,420,P3,2,3,9,0.018036072144288578
device_0,0.0,1701,1.35,48.66075000000001,0.05,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,420,P3,3,5,15,0.03006012024048096
device_0,0.0,1701,1.35,48.66075000000001,0.05,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,420,P3,5,10,56,0.11222444889779559
device_0,0.0,1701,1.35,48.66075000000001,0.05,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,420,P3,10,20,170,0.3406813627254509
device_0,0.0,1701,1.35,48.66075000000001,0.05,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,420,P3,20,50,234,0.46893787575150303
device_0,0.0,1701,1.35,48.66075000000001,0.05,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,420,P3,50,100,7,0.014028056112224449
device_0,0.0,1701,1.35,48.66075000000001,0.05,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,420,P3,100,250,0,0.0
device_0,0.0,1701,1.35,48.66075000000001,0.05,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,420,P3,250,500,0,0.0
device_0,0.0,1701,1.35,48.66075000000001,0.05,late,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,420,P3,500,inf,0,0.0
device_0,0.0,1701,1.35,48.66075000000001,0.1,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,920,P2,1,2,102,0.1021021021021021
device_0,0.0,1701,1.35,48.66075000000001,0.1,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,920,P2,2,3,74,0.07407407407407407
device_0,0.0,1701,1.35,48.66075000000001,0.1,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,920,P2,3,5,143,0.14314314314314314
device_0,0.0,1701,1.35,48.66075000000001,0.1,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,920,P2,5,10,285,0.2852852852852853
device_0,0.0,1701,1.35,48.66075000000001,0.1,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,920,P2,10,20,265,0.2652652652652653
device_0,0.0,1701,1.35,48.66075000000001,0.1,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,920,P2,20,50,125,0.12512512512512514
device_0,0.0,1701,1.35,48.66075000000001,0.1,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,920,P2,50,100,5,0.005005005005005005
device_0,0.0,1701,1.35,48.66075000000001,0.1,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,920,P2,100,250,0,0.0
device_0,0.0,1701,1.35,48.66075000000001,0.1,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,920,P2,250,500,0,0.0
device_0,0.0,1701,1.35,48.66075000000001,0.1,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,920,P2,500,inf,0,0.0
device_0,0.0,1701,1.35,48.66075000000001,0.1,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,920,P3,1,2,92,0.0920920920920921
device_0,0.0,1701,1.35,48.66075000000001,0.1,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,920,P3,2,3,77,0.07707707707707707
device_0,0.0,1701,1.35,48.66075000000001,0.1,drop,40.0,12.0,3.3333333333333335,0.2041,-0.005175586574489375,80,920,P3,3,5,137,0.13713713713713713
